day,BENZENE,NO2,O3,PM10,PM25
2018-01-01,45.07313259362459,24.87109941519307,13.62485504941157,72.01633375154442,81.96510219629852
2018-02-01,38.48112962006224,23.023706626452796,19.08610458105075,50.73742593386872,64.92828525641025
2018-03-01,31.516370823898445,20.57310019340722,26.46480378143025,47.55412648818212,46.578449820788535
2018-04-01,23.349534418434843,19.19979125846224,28.235690776024573,62.807672659396786,57.757638888888884
2018-05-01,20.15302586883947,15.298630107845595,27.382753348481632,43.64090215042029,44.837878109501986
2018-06-01,15.969201931855766,13.289407233949529,33.75203981416317,35.57863346440572,36.01809201719789
2018-07-01,16.1733094316291,13.651432372482073,40.78964963129901,46.11129963882154,50.896819259727835
2018-08-01,11.84798682570892,12.816831583654707,35.070730413042135,41.85502924292858,49.589708682173445
2018-09-01,20.535487937849258,16.470570117072192,31.46985092457871,41.6359472203988,45.262757378846
